,MOF,gas,ppm,folder,rep_id,batch,slope,saturation,auc,mean,Cu-1,Ni-1,Ni-2,Ni-3,Ni-4,Ni-5,Zn-1
132,Cu-HHTP,H2S_SO2,9+13,mixtures,2,Cu-1,0.29915052678772547,95.17714819280475,144805.3818257457,[40.65161784 90.65620927 94.39946208],1.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Cu-HHTP,H2S_SO2,9+13,mixtures,3,Cu-1,0.26015492197131634,89.04748162849468,131470.62767476082,[34.99003932 82.01703991 87.66903287],1.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Cu-HHTP,H2S_SO2,9+13,mixtures,4,Cu-1,0.33853752954047084,92.1073573772839,142181.2557623859,[43.04066348 87.69736845 91.25673818],1.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Cu-HHTP,H2S_SO2,13+27,mixtures,0,Cu-1,0.2619294211844185,96.25150815032374,147837.03834993223,[41.47814547 93.59498175 95.80950741],1.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Cu-HHTP,H2S_SO2,13+27,mixtures,1,Cu-1,0.242659896867228,97.30229133636368,147033.21321475084,[37.95592425 94.43718358 96.92644232],1.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Cu-HHTP,H2S_SO2,13+27,mixtures,2,Cu-1,0.29929322214058995,96.73414324637407,150741.32740371776,[44.88997615 94.39057995 96.35021091],1.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Cu-HHTP,H2S_SO2,13+27,mixtures,3,Cu-1,0.24522591791854326,96.92272627775363,147390.0956455613,[39.34790365 94.14263591 96.53649441],1.0,0.0,0.0,0.0,0.0,0.0,0.0
139,Cu-HHTP,H2S_SO2,13+27,mixtures,4,Cu-1,0.2852490339343785,96.72920534137745,149998.26965658477,[43.65508251 94.39826386 96.35011029],1.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Cu-HHTP,H2S_SO2,18+4,mixtures,0,Cu-1,0.5737365624166437,96.79717238853465,157993.55469255184,[63.92861995 95.32539189 96.52285201],1.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Cu-HHTP,H2S_SO2,18+4,mixtures,1,Cu-1,0.4433703322673291,97.15684464750444,155549.01109116207,[58.82864556 95.79420441 96.9078742 ],1.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Cu-HHTP,H2S_SO2,18+4,mixtures,2,Cu-1,0.39943487987154885,96.79765982596994,153741.02227047767,[56.67178664 95.36183751 96.53601444],1.0,0.0,0.0,0.0,0.0,0.0,0.0
143,Cu-HHTP,H2S_SO2,18+4,mixtures,3,Cu-1,0.5425621274839436,96.61935390353635,157518.56207209846,[63.47065417 95.15636955 96.35270726],1.0,0.0,0.0,0.0,0.0,0.0,0.0
144,Cu-HHTP,H2S_SO2,18+4,mixtures,4,Cu-1,0.5795893863865131,96.57043242410327,158245.01928379212,[64.98911906 95.04961699 96.29456891],1.0,0.0,0.0,0.0,0.0,0.0,0.0
145,Cu-HHTP,H2S_SO2,22+18,mixtures,0,Cu-1,0.8032108921195307,97.82142588793529,165973.59562348848,[66.13035734 96.9022925  97.64125255],1.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Cu-HHTP,H2S_SO2,22+18,mixtures,1,Cu-1,0.7550047105858171,97.7545642703418,165080.43067036563,[64.68973498 96.83043717 97.56316977],1.0,0.0,0.0,0.0,0.0,0.0,0.0
147,Cu-HHTP,H2S_SO2,22+18,mixtures,2,Cu-1,0.8546411404495149,97.15416343204554,165755.9585834263,[67.416803   96.1340694  96.96351371],1.0,0.0,0.0,0.0,0.0,0.0,0.0
148,Cu-HHTP,H2S_SO2,22+18,mixtures,3,Cu-1,0.8505622426773445,97.65343332772242,166196.4874612363,[66.80854749 96.75573143 97.48591707],1.0,0.0,0.0,0.0,0.0,0.0,0.0
149,Cu-HHTP,H2S_SO2,22+18,mixtures,4,Cu-1,0.8153842324594596,97.69405538293978,166189.03710917645,[66.70682186 96.80263046 97.5200813 ],1.0,0.0,0.0,0.0,0.0,0.0,0.0
150,Cu-HHTP,H2S_SO2,27+31,mixtures,0,Cu-1,0.6831294119830421,97.26545733294986,163336.53255729628,[71.22028887 96.21297944 97.0763499 ],1.0,0.0,0.0,0.0,0.0,0.0,0.0
151,Cu-HHTP,H2S_SO2,27+31,mixtures,1,Cu-1,0.6000471780367094,96.04879420830646,159804.8564080848,[67.76173609 95.00273756 95.84490884],1.0,0.0,0.0,0.0,0.0,0.0,0.0
152,Cu-HHTP,H2S_SO2,27+31,mixtures,2,Cu-1,0.6798607107523474,97.5363240418603,163798.56091043493,[71.23264193 96.63338621 97.3648007 ],1.0,0.0,0.0,0.0,0.0,0.0,0.0
153,Cu-HHTP,H2S_SO2,27+31,mixtures,3,Cu-1,0.7264270581193709,97.42047873724935,164251.8820661523,[72.23914688 96.53032027 97.25835491],1.0,0.0,0.0,0.0,0.0,0.0,0.0
154,Cu-HHTP,H2S_SO2,27+31,mixtures,4,Cu-1,0.7832905909447199,97.34576054383531,164957.6825492769,[73.71134542 96.4259717  97.18887977],1.0,0.0,0.0,0.0,0.0,0.0,0.0
155,Cu-HHTP,H2S_SO2,31+9,mixtures,0,Cu-1,0.3478425405279479,97.4612344000533,156290.8254346941,[53.40210999 95.51519022 97.17847856],1.0,0.0,0.0,0.0,0.0,0.0,0.0
156,Cu-HHTP,H2S_SO2,31+9,mixtures,1,Cu-1,0.34898681388372094,97.24927996958446,155636.6909479376,[53.14166832 95.10805325 96.93606661],1.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Cu-HHTP,H2S_SO2,31+9,mixtures,2,Cu-1,0.32983755085744176,97.26680952090449,155690.68923282978,[52.86800972 95.39706052 97.00730917],1.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Cu-HHTP,H2S_SO2,31+9,mixtures,3,Cu-1,0.40997160008479183,97.29243610626804,158894.83693879284,[58.10611861 95.78516694 97.11434875],1.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Cu-HHTP,H2S_SO2,31+9,mixtures,4,Cu-1,0.3649787405765259,97.39831817367441,157685.77740744164,[55.7114196  95.7597653  97.17338257],1.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Cu-HHTP,H2S_SO2,36+22,mixtures,0,Cu-1,0.7916229027031387,98.34815149646802,168358.73539154552,[76.60602459 97.65861954 98.19950708],1.0,0.0,0.0,0.0,0.0,0.0,0.0
161,Cu-HHTP,H2S_SO2,36+22,mixtures,1,Cu-1,0.7321095950156008,98.27943667319674,166699.64549996026,[74.03398787 97.53272997 98.10615575],1.0,0.0,0.0,0.0,0.0,0.0,0.0
162,Cu-HHTP,H2S_SO2,36+22,mixtures,2,Cu-1,0.7750649947929081,98.20650518435153,167973.63939864025,[76.30892857 97.47869872 98.04936827],1.0,0.0,0.0,0.0,0.0,0.0,0.0
163,Cu-HHTP,H2S_SO2,36+22,mixtures,3,Cu-1,0.8086156177733117,97.99900680844517,167962.93185229023,[76.80592292 97.21616428 97.82696441],1.0,0.0,0.0,0.0,0.0,0.0,0.0
164,Cu-HHTP,H2S_SO2,36+22,mixtures,4,Cu-1,0.8878150092753273,98.14000783822853,168576.77749241568,[77.47969386 97.41053874 97.98202222],1.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Cu-HHTP,H2S_SO2,40+40,mixtures,0,Cu-1,1.602374409170295,97.19458174384793,168825.04570737615,[87.87951052 96.44595287 97.01629731],1.0,0.0,0.0,0.0,0.0,0.0,0.0
166,Cu-HHTP,H2S_SO2,40+40,mixtures,1,Cu-1,1.2771797276499663,97.36071104761696,168800.38748450045,[87.46528798 96.64479416 97.191014  ],1.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Cu-HHTP,H2S_SO2,40+40,mixtures,2,Cu-1,1.4453844725226455,97.57784288536715,169481.99053684698,[88.12568789 96.89582794 97.41515428],1.0,0.0,0.0,0.0,0.0,0.0,0.0
168,Cu-HHTP,H2S_SO2,40+40,mixtures,3,Cu-1,1.5022096685365014,97.48710526449109,169255.51694970974,[87.97464677 96.76788059 97.31674253],1.0,0.0,0.0,0.0,0.0,0.0,0.0
169,Ni-HHTP,H2S_SO2,4+36,mixtures,0,Ni-2,0.4192915207398137,61.400815602376824,94576.73255808052,[41.65132924 55.95732638 60.00704888],0.0,0.0,1.0,0.0,0.0,0.0,0.0
170,Ni-HHTP,H2S_SO2,4+36,mixtures,1,Ni-2,0.38888693369054717,65.37013429809403,101994.58842600702,[45.21539746 60.5176958  64.24334175],0.0,0.0,1.0,0.0,0.0,0.0,0.0
171,Ni-HHTP,H2S_SO2,4+36,mixtures,2,Ni-2,0.40490438361236486,64.93685210468351,101237.19080286146,[44.98830299 60.02336556 63.70324048],0.0,0.0,1.0,0.0,0.0,0.0,0.0
172,Ni-HHTP,H2S_SO2,4+36,mixtures,3,Ni-2,0.4208448972833362,63.1719732896826,97891.35369986447,[43.36000162 58.04777801 61.73038573],0.0,0.0,1.0,0.0,0.0,0.0,0.0
173,Ni-HHTP,H2S_SO2,4+36,mixtures,4,Ni-2,0.41958585407102816,62.99346921815484,98790.36923247253,[44.07111757 58.62151998 61.94416259],0.0,0.0,1.0,0.0,0.0,0.0,0.0
174,Ni-HHTP,H2S_SO2,5+5,mixtures,0,Ni-1,0.02226343324594581,21.18895295850651,22996.21496412805,[ 3.72633975 12.94028694 18.73191313],0.0,1.0,0.0,0.0,0.0,0.0,0.0
175,Ni-HHTP,H2S_SO2,5+5,mixtures,1,Ni-1,0.025277879252982582,21.569418364106607,24117.84280577323,[ 4.13409347 13.63455332 19.28145588],0.0,1.0,0.0,0.0,0.0,0.0,0.0
176,Ni-HHTP,H2S_SO2,5+5,mixtures,2,Ni-1,0.026228010509264613,21.37540980894098,23748.453740932197,[ 4.02983999 13.33849582 18.85962539],0.0,1.0,0.0,0.0,0.0,0.0,0.0
177,Ni-HHTP,H2S_SO2,5+5,mixtures,3,Ni-1,0.022892023081141303,21.18594610773106,23042.997378054188,[ 3.72477699 12.92194486 18.6121256 ],0.0,1.0,0.0,0.0,0.0,0.0,0.0
178,Ni-HHTP,H2S_SO2,9+13,mixtures,0,Ni-2,0.2875229064737151,56.85127849604577,81799.6177831897,[31.47414414 49.6308158  55.2202734 ],0.0,0.0,1.0,0.0,0.0,0.0,0.0
179,Ni-HHTP,H2S_SO2,9+13,mixtures,1,Ni-2,0.2605275456615216,59.13013680701743,87022.20030866901,[34.54706951 52.96831183 57.51247619],0.0,0.0,1.0,0.0,0.0,0.0,0.0
180,Ni-HHTP,H2S_SO2,9+13,mixtures,2,Ni-2,0.22212238298120637,58.095609813857514,85968.26375069178,[34.78118881 51.94780945 56.54393362],0.0,0.0,1.0,0.0,0.0,0.0,0.0
181,Ni-HHTP,H2S_SO2,9+13,mixtures,3,Ni-2,0.1955984583946368,57.682897960213985,84440.10367316633,[33.57575917 51.16352474 55.98622544],0.0,0.0,1.0,0.0,0.0,0.0,0.0
182,Ni-HHTP,H2S_SO2,9+13,mixtures,4,Ni-2,0.24514110767239355,59.45262660377447,87729.18296567057,[35.39873378 52.89160388 57.91619078],0.0,0.0,1.0,0.0,0.0,0.0,0.0
183,Ni-HHTP,H2S_SO2,13+27,mixtures,0,Ni-2,0.41523703994499345,64.80092508648629,100815.06218269182,[44.56236429 59.92408527 63.5243826 ],0.0,0.0,1.0,0.0,0.0,0.0,0.0
184,Ni-HHTP,H2S_SO2,13+27,mixtures,1,Ni-2,0.40312205212966024,66.06324318375769,103137.89834608501,[45.39743281 61.58753773 64.89835813],0.0,0.0,1.0,0.0,0.0,0.0,0.0
185,Ni-HHTP,H2S_SO2,13+27,mixtures,2,Ni-2,0.4169793379155993,64.8232212716093,100908.68430687732,[44.86492993 60.03065737 63.27061947],0.0,0.0,1.0,0.0,0.0,0.0,0.0
186,Ni-HHTP,H2S_SO2,13+27,mixtures,3,Ni-2,0.42992613619328884,62.007531859762786,96182.43693268357,[42.44931715 57.13676334 60.70540535],0.0,0.0,1.0,0.0,0.0,0.0,0.0
187,Ni-HHTP,H2S_SO2,13+27,mixtures,4,Ni-2,0.42475768141819165,62.52132037098823,97142.2699134192,[42.59831323 57.72594564 61.56531071],0.0,0.0,1.0,0.0,0.0,0.0,0.0
188,Ni-HHTP,H2S_SO2,18+4,mixtures,0,Ni-2,0.26134650172204527,73.9945506722987,110474.79856834232,[43.73033371 67.88278644 72.50091781],0.0,0.0,1.0,0.0,0.0,0.0,0.0
189,Ni-HHTP,H2S_SO2,18+4,mixtures,1,Ni-2,0.26564821599919997,74.47772612095568,111953.40336530098,[44.5036588  68.91168112 73.16249622],0.0,0.0,1.0,0.0,0.0,0.0,0.0
190,Ni-HHTP,H2S_SO2,18+4,mixtures,2,Ni-2,0.30649355726903765,76.92361544657022,116112.7265800634,[46.33374806 71.5038085  75.672202  ],0.0,0.0,1.0,0.0,0.0,0.0,0.0
191,Ni-HHTP,H2S_SO2,18+4,mixtures,3,Ni-2,0.31729979069550596,77.09304823240853,116226.67285972358,[46.14691476 71.7340395  75.81932157],0.0,0.0,1.0,0.0,0.0,0.0,0.0
192,Ni-HHTP,H2S_SO2,22+18,mixtures,0,Ni-4,0.08840421752877971,54.134999122072166,65698.68551800188,[17.42150974 41.07907634 50.99543557],0.0,0.0,0.0,0.0,1.0,0.0,0.0
193,Ni-HHTP,H2S_SO2,22+18,mixtures,1,Ni-4,0.08546967113767917,53.28542109546738,64954.499721664164,[17.44049681 40.5781475  50.23694955],0.0,0.0,0.0,0.0,1.0,0.0,0.0
194,Ni-HHTP,H2S_SO2,22+18,mixtures,2,Ni-4,0.08256318962756762,53.26873566478677,64301.63402828854,[16.94488582 40.12622666 50.09652659],0.0,0.0,0.0,0.0,1.0,0.0,0.0
195,Ni-HHTP,H2S_SO2,22+18,mixtures,3,Ni-4,0.08407765813046368,53.245817478454995,64280.76080484008,[16.8769048  40.18788687 50.06809079],0.0,0.0,0.0,0.0,1.0,0.0,0.0
196,Ni-HHTP,H2S_SO2,22+18,mixtures,4,Ni-4,0.07916921255468598,52.36060219383836,62757.667880540204,[16.16503079 39.18551774 49.24407771],0.0,0.0,0.0,0.0,1.0,0.0,0.0
197,Ni-HHTP,H2S_SO2,27+31,mixtures,0,Ni-2,0.44156731552365436,58.79453374383401,89664.7484163503,[39.21115858 52.95796195 57.26030684],0.0,0.0,1.0,0.0,0.0,0.0,0.0
198,Ni-HHTP,H2S_SO2,27+31,mixtures,1,Ni-2,0.4166351929062186,56.080919021749324,85560.64050361003,[36.92433285 50.94430571 54.72168818],0.0,0.0,1.0,0.0,0.0,0.0,0.0
199,Ni-HHTP,H2S_SO2,27+31,mixtures,2,Ni-2,0.4438260544120386,59.222612596702874,90017.24953294481,[39.42470289 53.41042778 57.18027892],0.0,0.0,1.0,0.0,0.0,0.0,0.0
200,Ni-HHTP,H2S_SO2,27+31,mixtures,3,Ni-2,0.5247214365070437,62.970398874698695,98132.52290687879,[43.87747893 57.88510938 61.77520903],0.0,0.0,1.0,0.0,0.0,0.0,0.0
201,Ni-HHTP,H2S_SO2,31+9,mixtures,0,Ni-5,0.14323366041052238,66.30217473025931,90246.83888167338,[26.16541587 55.6463863  64.1461246 ],0.0,0.0,0.0,0.0,0.0,1.0,0.0
202,Ni-HHTP,H2S_SO2,31+9,mixtures,1,Ni-5,0.1535162542499481,67.01622024830203,92487.89388050599,[27.68282315 56.85026098 64.86963702],0.0,0.0,0.0,0.0,0.0,1.0,0.0
203,Ni-HHTP,H2S_SO2,31+9,mixtures,2,Ni-5,0.15650636497660272,67.28788556199451,92891.82387422021,[28.10127316 57.27339486 65.22437335],0.0,0.0,0.0,0.0,0.0,1.0,0.0
204,Ni-HHTP,H2S_SO2,31+9,mixtures,3,Ni-5,0.19249394621414898,62.20314108893386,86735.88874793539,[27.4062289  53.18410882 58.48003027],0.0,0.0,0.0,0.0,0.0,1.0,0.0
205,Ni-HHTP,H2S_SO2,36+22,mixtures,0,Ni-4,0.13108510565025133,64.7019591300616,85423.70179127788,[26.12869944 53.89431266 62.34618365],0.0,0.0,0.0,0.0,1.0,0.0,0.0
206,Ni-HHTP,H2S_SO2,36+22,mixtures,1,Ni-4,0.1398670175630394,65.73604002359038,87880.71088955137,[27.60104139 55.41658541 63.44606009],0.0,0.0,0.0,0.0,1.0,0.0,0.0
207,Ni-HHTP,H2S_SO2,36+22,mixtures,2,Ni-4,0.13630670031860023,65.98415962834042,87895.1339148836,[27.42924832 55.42771215 63.63084609],0.0,0.0,0.0,0.0,1.0,0.0,0.0
208,Ni-HHTP,H2S_SO2,36+22,mixtures,3,Ni-4,0.13353399485866513,64.87440142439456,86042.85591349516,[26.71089023 54.18064601 62.50927495],0.0,0.0,0.0,0.0,1.0,0.0,0.0
209,Ni-HHTP,H2S_SO2,36+22,mixtures,4,Ni-4,0.140252438474765,65.51374120733793,87375.52156562047,[27.42506337 55.04102085 63.15565269],0.0,0.0,0.0,0.0,1.0,0.0,0.0
210,Ni-HHTP,H2S_SO2,40+40,mixtures,0,Ni-1,0.37911511632518835,60.709882544234205,90901.21664237413,[38.23918662 54.16250349 59.08880892],0.0,1.0,0.0,0.0,0.0,0.0,0.0
211,Ni-HHTP,H2S_SO2,40+40,mixtures,1,Ni-1,0.17948263455332958,40.661501955870236,52156.92847319335,[18.64404928 30.6704796  37.60887917],0.0,1.0,0.0,0.0,0.0,0.0,0.0
212,Ni-HHTP,H2S_SO2,40+40,mixtures,2,Ni-1,0.38159111346612756,60.5293773313242,90670.11111787621,[38.30364494 53.93028293 58.87138896],0.0,1.0,0.0,0.0,0.0,0.0,0.0
213,Ni-HHTP,H2S_SO2,40+40,mixtures,3,Ni-1,0.3776209016509298,61.759959499674665,92500.54585782689,[38.94438304 55.12318818 60.08840121],0.0,1.0,0.0,0.0,0.0,0.0,0.0
214,Zn-HHTP,H2S_SO2,4+36,mixtures,0,Zn-1,0.027728462919083874,19.743576299090414,22750.06402412101,[ 5.43330716 14.0477587  18.43511521],0.0,0.0,0.0,0.0,0.0,0.0,1.0
215,Zn-HHTP,H2S_SO2,4+36,mixtures,1,Zn-1,0.02960764862723665,20.51896097857352,24050.29396846585,[ 6.19586645 14.60110305 19.28661704],0.0,0.0,0.0,0.0,0.0,0.0,1.0
216,Zn-HHTP,H2S_SO2,4+36,mixtures,2,Zn-1,0.02375535433899202,19.872339326199512,22873.591963288076,[ 5.44213387 14.09773168 18.58220974],0.0,0.0,0.0,0.0,0.0,0.0,1.0
217,Zn-HHTP,H2S_SO2,4+36,mixtures,3,Zn-1,0.023832589656639036,20.789252852247824,23979.813910749297,[ 5.92402558 14.78013004 19.26178153],0.0,0.0,0.0,0.0,0.0,0.0,1.0
218,Zn-HHTP,H2S_SO2,4+36,mixtures,4,Zn-1,0.022622025612035537,20.120686756702877,23530.10811304997,[ 5.93522026 14.53334095 18.74785353],0.0,0.0,0.0,0.0,0.0,0.0,1.0
219,Zn-HHTP,H2S_SO2,5+5,mixtures,0,Zn-1,0.01626750009542553,7.775738934785912,9354.544009783953,[2.8650328  5.61450749 7.11079594],0.0,0.0,0.0,0.0,0.0,0.0,1.0
220,Zn-HHTP,H2S_SO2,5+5,mixtures,1,Zn-1,0.018056034866216555,7.7228969031131385,9498.934085105855,[2.99732746 5.6901625  7.14322904],0.0,0.0,0.0,0.0,0.0,0.0,1.0
221,Zn-HHTP,H2S_SO2,5+5,mixtures,2,Zn-1,0.017136650140684252,7.365460763138949,8770.526919427328,[2.7052767  5.20569538 6.70595661],0.0,0.0,0.0,0.0,0.0,0.0,1.0
222,Zn-HHTP,H2S_SO2,5+5,mixtures,3,Zn-1,0.01582107085207129,7.398289055329333,8870.05377761776,[2.72770598 5.27093636 6.78428733],0.0,0.0,0.0,0.0,0.0,0.0,1.0
223,Zn-HHTP,H2S_SO2,9+13,mixtures,0,Zn-1,0.00940672802249963,12.527953310361902,11825.05681472282,[ 1.46625404  7.03558628 11.20634959],0.0,0.0,0.0,0.0,0.0,0.0,1.0
224,Zn-HHTP,H2S_SO2,9+13,mixtures,1,Zn-1,0.015641387297968882,12.76005994252933,13046.939093671788,[ 2.74441042  7.68919216 11.31064113],0.0,0.0,0.0,0.0,0.0,0.0,1.0
225,Zn-HHTP,H2S_SO2,9+13,mixtures,2,Zn-1,0.011157250442118483,13.079492935320342,13237.551774933874,[ 2.63204805  7.85004574 11.5806438 ],0.0,0.0,0.0,0.0,0.0,0.0,1.0
226,Zn-HHTP,H2S_SO2,9+13,mixtures,3,Zn-1,0.010411426769475953,12.202262449272368,12038.8053109391,[ 2.18229459  7.22499135 10.65712404],0.0,0.0,0.0,0.0,0.0,0.0,1.0
227,Zn-HHTP,H2S_SO2,13+27,mixtures,0,Zn-1,0.043226136223200824,20.71357774469286,26912.91339227627,[ 8.73015178 16.50104598 19.6218114 ],0.0,0.0,0.0,0.0,0.0,0.0,1.0
228,Zn-HHTP,H2S_SO2,13+27,mixtures,1,Zn-1,0.041055778720327625,24.317091300687974,33157.135453219686,[11.46779122 20.43989505 23.35184939],0.0,0.0,0.0,0.0,0.0,0.0,1.0
229,Zn-HHTP,H2S_SO2,13+27,mixtures,2,Zn-1,0.05451871391416577,22.13442447352102,29088.850881778628,[ 9.57875532 17.87634914 21.024407  ],0.0,0.0,0.0,0.0,0.0,0.0,1.0
230,Zn-HHTP,H2S_SO2,13+27,mixtures,3,Zn-1,0.05065302487868182,20.818405397800564,26791.22910447137,[ 8.59609499 16.59048881 19.46334643],0.0,0.0,0.0,0.0,0.0,0.0,1.0
231,Zn-HHTP,H2S_SO2,18+4,mixtures,0,Zn-1,0.019104237089574864,14.051944697624501,16363.448277080246,[ 4.31429175 10.01592924 12.94180337],0.0,0.0,0.0,0.0,0.0,0.0,1.0
232,Zn-HHTP,H2S_SO2,18+4,mixtures,1,Zn-1,0.020846660016683123,13.802555929467607,16392.729150701365,[ 4.44366697 10.06434597 12.81255281],0.0,0.0,0.0,0.0,0.0,0.0,1.0
233,Zn-HHTP,H2S_SO2,18+4,mixtures,2,Zn-1,0.024166027503141202,15.905034914706967,19106.08387553247,[ 5.26477323 11.7808919  14.79710614],0.0,0.0,0.0,0.0,0.0,0.0,1.0
234,Zn-HHTP,H2S_SO2,22+18,mixtures,0,Zn-1,0.03794818136750024,15.654703925303364,18249.066255360267,[ 5.9422782  10.7653853  13.70740567],0.0,0.0,0.0,0.0,0.0,0.0,1.0
235,Zn-HHTP,H2S_SO2,22+18,mixtures,1,Zn-1,0.050113493349900125,16.448951205574538,19763.95686674504,[ 5.79662186 11.85932296 15.28338704],0.0,0.0,0.0,0.0,0.0,0.0,1.0
236,Zn-HHTP,H2S_SO2,22+18,mixtures,2,Zn-1,0.041387998970025895,15.129995951236493,18182.796274854787,[ 5.578922   11.00245899 13.72211194],0.0,0.0,0.0,0.0,0.0,0.0,1.0
237,Zn-HHTP,H2S_SO2,22+18,mixtures,3,Zn-1,0.028252450546490622,16.96310603244286,20265.780421492287,[ 5.66181296 12.33022649 15.78328311],0.0,0.0,0.0,0.0,0.0,0.0,1.0
238,Zn-HHTP,H2S_SO2,22+18,mixtures,4,Zn-1,0.023774724130387156,15.659789066192891,19118.089098016502,[ 5.67059947 11.57049119 14.62152808],0.0,0.0,0.0,0.0,0.0,0.0,1.0
239,Zn-HHTP,H2S_SO2,27+31,mixtures,0,Zn-1,0.0987079353041803,27.838863387158263,37491.829229141185,[13.23245742 22.61428129 26.63639902],0.0,0.0,0.0,0.0,0.0,0.0,1.0
240,Zn-HHTP,H2S_SO2,27+31,mixtures,1,Zn-1,0.09710850575058158,27.958059169129655,37903.36523525986,[13.50710662 22.92673568 26.73513634],0.0,0.0,0.0,0.0,0.0,0.0,1.0
241,Zn-HHTP,H2S_SO2,27+31,mixtures,2,Zn-1,0.09553906824914225,30.45121983012551,40797.66062199012,[14.59126463 24.86937688 28.53100779],0.0,0.0,0.0,0.0,0.0,0.0,1.0
242,Zn-HHTP,H2S_SO2,27+31,mixtures,3,Zn-1,0.09429221077240012,29.850695536108542,39401.62502996971,[13.52825615 23.85356549 28.28419558],0.0,0.0,0.0,0.0,0.0,0.0,1.0
243,Zn-HHTP,H2S_SO2,27+31,mixtures,4,Zn-1,0.08668178782371627,27.385549082813302,36783.73883248681,[12.88025188 22.2446574  26.17788022],0.0,0.0,0.0,0.0,0.0,0.0,1.0
244,Zn-HHTP,H2S_SO2,31+9,mixtures,0,Zn-1,0.033173150246504496,17.012231027250042,19946.895582146244,[ 4.95290308 12.47534487 15.81614381],0.0,0.0,0.0,0.0,0.0,0.0,1.0
245,Zn-HHTP,H2S_SO2,31+9,mixtures,1,Zn-1,0.028953875649775692,17.8086703911747,20909.673396559985,[ 5.28722015 13.00771569 16.55401203],0.0,0.0,0.0,0.0,0.0,0.0,1.0
246,Zn-HHTP,H2S_SO2,31+9,mixtures,2,Zn-1,0.02700738286680902,17.112912220221506,20493.353301805444,[ 5.4898851 12.7149727 15.9500431],0.0,0.0,0.0,0.0,0.0,0.0,1.0
247,Zn-HHTP,H2S_SO2,31+9,mixtures,3,Zn-1,0.034724170179451556,19.153096609133158,22837.57791056089,[ 5.96125955 14.25826345 17.84250684],0.0,0.0,0.0,0.0,0.0,0.0,1.0
248,Zn-HHTP,H2S_SO2,31+9,mixtures,4,Zn-1,0.026723293533825795,17.167956906954803,20402.075376601075,[ 5.37836839 12.64248647 15.98201163],0.0,0.0,0.0,0.0,0.0,0.0,1.0
249,Zn-HHTP,H2S_SO2,36+22,mixtures,0,Zn-1,0.06599760617185753,22.595633137097284,30425.57237655701,[10.90736918 18.4303459  21.36893412],0.0,0.0,0.0,0.0,0.0,0.0,1.0
250,Zn-HHTP,H2S_SO2,36+22,mixtures,1,Zn-1,0.05901821603593451,25.001757457695877,32413.49298981724,[10.6786748  19.60807439 23.73354179],0.0,0.0,0.0,0.0,0.0,0.0,1.0
251,Zn-HHTP,H2S_SO2,36+22,mixtures,2,Zn-1,0.07926935276946137,24.79021312792869,30159.79691121081,[ 9.21353182 18.20384503 22.84738348],0.0,0.0,0.0,0.0,0.0,0.0,1.0
252,Zn-HHTP,H2S_SO2,36+22,mixtures,3,Zn-1,0.07449164813565472,23.78949076883531,32782.50524880666,[11.64218311 20.08752026 22.90486573],0.0,0.0,0.0,0.0,0.0,0.0,1.0
253,Zn-HHTP,H2S_SO2,36+22,mixtures,4,Zn-1,0.14021417653381205,28.13883948747091,40040.88114966615,[15.94056457 23.72688539 27.06258341],0.0,0.0,0.0,0.0,0.0,0.0,1.0
254,Zn-HHTP,H2S_SO2,40+40,mixtures,0,Zn-1,0.20430565547766563,34.35803738340715,48224.8365031726,[17.96215218 29.32435654 33.08393899],0.0,0.0,0.0,0.0,0.0,0.0,1.0
255,Zn-HHTP,H2S_SO2,40+40,mixtures,1,Zn-1,0.23872203266775913,36.02957780621008,51155.27959976239,[19.51528832 30.99576336 34.74284097],0.0,0.0,0.0,0.0,0.0,0.0,1.0
256,Zn-HHTP,H2S_SO2,40+40,mixtures,2,Zn-1,0.2530283093714094,36.9049151999149,52285.60296370827,[20.04805844 31.64419921 35.445395  ],0.0,0.0,0.0,0.0,0.0,0.0,1.0
257,Zn-HHTP,H2S_SO2,40+40,mixtures,3,Zn-1,0.25293196822055497,37.68636660761305,53446.53125036201,[20.50171864 32.28598379 36.28479022],0.0,0.0,0.0,0.0,0.0,0.0,1.0
